arquivo,estilo_real,estilo_llm,justificativa,elementos
forro_Amor na Brisa.mp3,forro,forró,"O áudio apresenta uma instrumentação clássica de forró, com destaque para a sanfona e percussão marcante (como zabumba e triângulo, que são até mencionados na letra). O ritmo é contagiante e próprio para dança, característico do gênero, e a letra explicitamente referencia 'forró é paixão'.","sanfona (acordeão), percussão (zabumba, triângulo), guitarra base, baixo, vocal masculino, ritmo dançante e alegre"
samba_2Encanto da Morena.mp3,samba,forró,"A música apresenta instrumentos como sanfona, zabumba e triângulo, com um ritmo contagiante e dançante. A melodia e a estrutura rítmica são características marcantes do forró, um gênero musical popular do Nordeste brasileiro que incentiva a dança de casal e celebra a alegria.","sanfona (acordeon), zabumba, triângulo, guitarra base, baixo elétrico, vocal masculino, ritmo acelerado e dançante"
mpb_Céu de Concreto.mp3,mpb,mpb,"A música apresenta um arranjo acústico com violão proeminente, baixo e percussão leve, criando uma atmosfera melancólica e introspectiva. A melodia e a interpretação vocal com letras poéticas e narrativas são características marcantes da MPB, que frequentemente incorpora elementos do samba e bossa nova em um formato mais elaborado e contemplativo. O ritmo é suave, e a canção evoca uma 'vibe' urbana e reflexiva, típica do gênero.","violão acústico, voz masculina (principal), baixo, percussão leve (cajón/bateria com vassourinhas), harmonia vocal, solo de violão"
carimbo_Rainha do Carimbó.mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com forte presença de percussão, guitarra e baixo, característicos do Carimbó. A melodia alegre e os vocais, inclusive a letra que explicitamente menciona 'Rainha do Carimbó', confirmam o estilo, que é um gênero musical tradicional da região amazônica do Brasil.","percussão (tamborim, maracas, pandeiro), guitarra, baixo, vocais masculinos e femininos, ritmo vibrante e dançante, melodia alegre, curimbó (mencionado na letra)"
mpb_Dois Passos no Vento (1).mp3,mpb,mpb,"A música apresenta um violão acústico como instrumento principal, acompanhado por uma voz masculina melódica e percussão leve. O ritmo é suave e a atmosfera é introspectiva e poética, características marcantes da MPB.","violão acústico, vocal masculino melódico, percussão leve (shaker), baixo"
samba_BeijoRhythm_FULL_SONG_MusicGPT.mp3,samba,funk,"A música é impulsionada por uma linha de baixo proeminente e ritmicamente cativante, combinada com uma bateria com forte 'groove' e sincopada. Os vocais suaves e as texturas de teclado e guitarra contribuem para uma atmosfera dançante e soul, que são características essenciais do funk, com influências de R&B e pop.","linha de baixo groovy, batida de bateria com forte 'kick' e 'snare', guitarra elétrica rítmica, vocais masculinos suaves e melódicos, sintetizadores/teclados com texturas harmônicas"
forro_2O Boi Encantado.mp3,forro,forró,"A música apresenta características marcantes do forró, com o uso proeminente da sanfona (acordeon), o ritmo vibrante e a percussão típica, incluindo zabumba e triângulo. A letra que menciona ""noite de São João"" e ""sertão"" reforça ainda mais a identificação com o gênero.","sanfona (acordeon), zabumba, triângulo, baixo, bateria, guitarra, vocal masculino, vocal feminino"
mpb_Céu de Mangueira.mp3,mpb,mpb,"A canção apresenta uma sonoridade acústica suave, com violão proeminente, baixo melódico e percussão sutil. A voz feminina expressiva, a melodia lírica e a atmosfera introspectiva e poética são características marcantes da Música Popular Brasileira, que frequentemente explora arranjos delicados e letras profundas.","violão acústico, voz feminina, baixo, percussão suave (chocalho, caixa leve), cavaquinho ou instrumento de cordas melódico (cello ou viola)"
samba_Dancing Through Fire (3).mp3,samba,axé,"A música apresenta um ritmo vibrante e contagiante, impulsionado por uma forte linha de bateria e um riff de violão acústico marcante, elementos comuns ao axé. A atmosfera é festiva e dançante, com vocais energéticos que incentivam o movimento, características essenciais do gênero.","violão acústico com riff marcante, bateria com ritmo acelerado e dançante, linha de baixo pulsante, harmônica em um solo melódico, vocais masculinos claros e animados, atmosfera geral de festa e celebração"
mpb_Dançando com o Vento.mp3,mpb,mpb,"A música apresenta uma melodia suave e introspectiva, dominada por violão acústico e uma voz feminina delicada. A harmonia é sofisticada e a cadência lenta, com a adição de flauta e percussão sutil, características marcantes da MPB.","violão acústico, voz feminina suave, flauta, baixo melódico, percussão leve, harmonia complexa"
mpb_Dançando com o Vento (1).mp3,mpb,mpb,"A música apresenta um arranjo suave e acústico, com destaque para o violão e uma percussão leve e dançante. A melodia vocal é delicada e poética, criando uma atmosfera introspectiva e, ao mesmo tempo, ritmicamente envolvente, características marcantes da MPB.","vocal feminino, violão acústico, percussão brasileira, baixo, melodia suave"
mpb_Dancing in the Breeze (1).mp3,mpb,mpb,"A música apresenta um arranjo acústico suave com violão dedilhado, baixo marcante e bateria leve, criando uma atmosfera calma e sofisticada. A melodia é fluida e o vocal feminino transmite uma sensação de intimidade e romantismo, características comuns à MPB, que frequentemente incorpora influências de bossa nova e jazz.","violão acústico dedilhado, baixo melódico e presente, bateria com condução suave (uso de vassourinhas), vocal feminino principal com timbre doce e expressivo, pad de cordas sutil no fundo"
mpb_Dois Passos no Vento.mp3,mpb,mpb,"A música apresenta uma instrumentação acústica predominante, com violão marcante, voz masculina suave e melódica em português, acompanhada por percussão leve e contrabaixo. A sonoridade é introspectiva e sofisticada, características que se alinham perfeitamente com a Música Popular Brasileira.","violão acústico, voz masculina, percussão leve, contrabaixo, melodia suave"
forro_Amor Furado.mp3,forro,forró,"A música apresenta a sanfona como instrumento principal, um ritmo binário e dançante, e um vocal característico do forró, com letras que mencionam o 'sertão' e o ato de dançar no 'salão'.","sanfona, bateria com ritmo de forró, baixo, guitarra/violão, vocal masculino com estilo narrativo"
carimbo_Sereia Iara Chamou.mp3,carimbo,carimbo,"A música apresenta uma percussão vibrante e contagiante, um ritmo dançante característico, e uma melodia proeminente de flauta. Os vocais e a letra evocam o folclore amazônico, com referências diretas à sereia Iara e à dança no Carimbó, que é explicitamente mencionado na canção.","percussão marcante e dançante, melodia de flauta proeminente, vocal feminino principal, backing vocals e coro, baixo e guitarra com síncopa"
samba_Dancing Through Fire (1).mp3,samba,axé,"A música apresenta um ritmo vibrante e dançante, com batida de bateria marcada, guitarra elétrica com riffs rítmicos e percussão com shaker, criando uma atmosfera energética e contagiante. Esses elementos, combinados com o vocal, são características do Axé, gênero conhecido por sua fusão de ritmos afro-caribenhos, pop e rock, ideal para festas e celebrações.","bateria com ritmo dançante e percussão shaker, guitarra elétrica com riffs marcantes, baixo pulsante e groove contagiante, vocal masculino com pegada pop/rock"
mpb_Cores do Amanhã.mp3,mpb,mpb,"A canção apresenta um arranjo melódico, introspectivo e suave, com destaque para o violão acústico dedilhado, um piano sutil e vocais masculinos macios em português. Essa combinação de instrumentação orgânica, profundidade lírica e atmosfera contemplativa é uma marca registrada da Música Popular Brasileira (MPB), que frequentemente explora emoções e narrativas com sofisticação.","violão acústico dedilhado, piano suave, vocais masculinos expressivos, melodia calma e introspectiva, atmosfera relaxante e contemplativa"
forro_2olhosdoceu.mp3,forro,forró,"A música é predominantemente marcada pela sanfona (acordeão) como instrumento principal, acompanhada por um ritmo animado e dançante, com percussão marcante e vocal feminino. A sonoridade, a cadência e a instrumentação são características inconfundíveis do forró, um estilo musical popular do Nordeste brasileiro.","sanfona (acordeão), bateria/percussão, baixo, vocal feminino, ritmo dançante e alegre"
samba_Coração no Compasso.mp3,samba,samba,"A música apresenta claramente os elementos distintivos do samba, como a presença marcante do cavaquinho, pandeiro e outras percussões típicas, além do ritmo sincopado e da melodia envolvente. A letra também faz referência direta ao samba.","cavaquinho, pandeiro, violão, outras percussões, baixo, vocal masculino, coro, ritmo sincopado e animado"
mpb_Momentos Simples.mp3,mpb,mpb,"A música apresenta um violão acústico proeminente tocado em fingerstyle, vocais femininos suaves e uma atmosfera melancólica e introspectiva. O ritmo é lento e cadenciado, com percussão mínima, e a letra alterna entre inglês e português, características que se alinham à diversidade e profundidade da MPB (Música Popular Brasileira).","violão acústico (fingerstyle), vocal feminino suave, baixo sutil, ritmo lento e cadenciado, atmosfera melancólica"
samba_Coração no Compasso (2).mp3,samba,samba,"A música apresenta um ritmo sincopado e alegre, com instrumentação típica que inclui cavaquinho, pandeiro e violão. A melodia e o estilo vocal são característicos do samba, e a letra faz menção explícita ao gênero, consolidando a identificação.","cavaquinho, pandeiro, violão (guitarra acústica), percussão (tan-tan, surdo), baixo, voz masculina (principal e backing vocals), ritmo 2/4 característico do samba"
samba_Dancing Through Fire.mp3,samba,axé,"A música apresenta um ritmo vibrante e contagiante, com percussão proeminente, uma seção de metais enérgica e um baixo marcante. A atmosfera festiva e dançante, com batidas intensas e progressivas, é característica do axé, estilo conhecido por sua fusão de ritmos afro-brasileiros e foco na celebração.","percussão (bateria, chocalhos, tambores), guitarra rítmica, baixo elétrico, seção de metais (trompetes, trombones), vocal masculino"
forro_Amor Furado (1).mp3,forro,forró,"A música apresenta um ritmo binário animado e dançante, com a sanfona (acordeão) como instrumento principal, acompanhada por baixo, bateria e um vocal masculino. Esses elementos são característicos do forró, especialmente do 'forró pé de serra'.","sanfona (acordeão), baixo, bateria, vocal masculino, ritmo binário dançante"
forro_Amor na Brisa (1).mp3,forro,forró,"A música apresenta a sanfona como instrumento melódico principal, um ritmo contagiante com forte presença de percussão (triângulo e zabumba/bateria) e uma melodia típica do gênero, convidando à dança. A letra inclusive menciona 'forró'.","sanfona, percussão (bateria com zabumba, triângulo), voz feminina, baixo, guitarra"
