ano,artista,faixa,genero1,id,arquivo,status,fechado_estilo,fechado_confianca,fechado_justificativa,tempo_fechado,aberto_estilo,aberto_subgeneros,aberto_confianca,aberto_justificativa,tempo_aberto
2018,Simone Mendes,Me Ama Ou Me Larga - Ao Vivo,sertanejo,24,24_Simone Mendes - ME AMA OU ME LARGA (Cantando Sua História 2)(MP3_160K).mp3,ok,pop,95.0,"A faixa apresenta uma estrutura melódica acessível, vocais limpos e expressivos, acompanhados por uma seção de metais e arranjos rítmicos vibrantes, característicos do pop rock comercial brasileiro.",32.43120861053467,Pop Rock,"Pop Brasileiro, Soft Rock, Pop-Pagode, Arena Rock",95.0,"A faixa apresenta uma instrumentação clássica de banda de rock (guitarras com distorção, baixo e bateria) aplicada a uma composição originalmente do gênero Pagode. A estrutura rítmica é em 4/4 com acentuação pop, vocais expressivos típicos do pop nacional e uma produção voltada para grandes arenas, evidenciada pela interação com o público e a ambiência da gravação ao vivo.",28.852346420288086
2021,Alceu Valença,Morena Tropicana,forró,178,178_Alceu Valença - Tropicana (Morena Tropicana).mp3,ok,mpb,100.0,"A canção 'Morena Tropicana' de Alceu Valença é um clássico da Música Popular Brasileira, caracterizada pela fusão de ritmos regionais nordestinos com uma estrutura melódica e lírica sofisticada, típica do gênero MPB.",28.418368816375732,Forró,"Xote, MPB, Pop-Folk Brasileiro, Regionalista",100.0,"A faixa é uma releitura do clássico 'Morena Tropicana' de Alceu Valença, estruturada sobre a rítmica do Xote. Caracteriza-se pelo compasso binário com acentuação típica nos tempos fortes, acompanhada por um violão que executa padrões harmônico-percussivos. A instrumentação orgânica e a interpretação vocal enfatizam a estética da música regional nordestina fundida com elementos da música popular brasileira contemporânea.",45.960379123687744
2018,"KayBlack, AMUSIK, Wall Hein",Licor 43,pagode,92,92_Licor 43 - KayBlack_ CVSTRO_ Wall Hein_ AMUSIK.mp3,ok,funk,95.0,"A faixa apresenta a batida característica do 'tamborzão', elemento rítmico central do funk brasileiro, com vocais rítmicos e produção eletrônica focada em graves e percussão sincopada.",28.423938751220703,Trap Brasileiro,"Melodic Trap, Cloud Rap, Hip Hop",95.0,"A faixa é caracterizada pelo uso intensivo de sub-graves (808s), hi-hats com subdivisões rápidas e rítmicas, e uma atmosfera melódica construída através de sintetizadores etéreos. A performance vocal utiliza autotune como recurso estético e apresenta um flow cadenciado típico do trap contemporâneo produzido no Brasil.",19.875267028808594
2018,Iguinho e Lulinha,Fora do Comum,forró,177,177_Iguinho e Lulinha - Fora do Comum.mp3,ok,forró,100.0,"A faixa apresenta rítmica característica do xote e baião, com instrumentação e arranjos típicos do forró moderno (piseiro/universitário), além da interpretação vocal melódica comum ao gênero.",49.883073806762695,Forró,"Piseiro, Forró Eletrônico, Vaquejada",100.0,"A faixa apresenta a rítmica característica do Piseiro, uma vertente moderna do Forró que utiliza bases eletrônicas e teclados para simular a percussão tradicional. Destaca-se o uso proeminente da sanfona com frases melódicas rápidas e uma levada sincopada. O estilo vocal e a temática são típicos da música de Vaquejada contemporânea, sendo a faixa identificada como uma obra da dupla Iguinho e Lulinha, expoentes atuais deste gênero.",38.03150296211243
2023,Eric Land,Cidade Inteira,forró,176,"176_Eric Land, Xand Avião - Cidade Inteira.mp3",ok,forró,95.0,"A faixa apresenta o ritmo característico do piseiro, uma vertente moderna do forró, com uso proeminente de acordeão e batida eletrônica acelerada.",39.997182846069336,Forró Eletrônico,"Piseiro, Sertanejo Universitário, Arrocha",98.0,"A faixa é caracterizada pela fusão do forró tradicional com elementos da música pop e eletrônica. A instrumentação destaca o uso proeminente da sanfona (acordeão) executando riffs melódicos rápidos sobre uma base rítmica sintetizada. A batida é marcada por uma bateria eletrônica com ênfase no bumbo e na caixa, típica do Piseiro. A estrutura da canção, a produção vocal e a temática lírica também apresentam forte intersecção com o Sertanejo Universitário contemporâneo.",52.37581729888916
2024,"Agnes Nunes, Xamã",Cida,mpb,111,"111_Agnes Nunes, Xamã - Cida.mp3",ok,mpb,92.0,"A composição é estruturada sobre uma base de violão acústico com harmonia elaborada, vocais melódicos e letras de teor poético e romântico, características centrais da Música Popular Brasileira contemporânea.",45.537492513656616,Nova MPB,"Bossa Nova, Pop, Surf Music, Acoustic Rap",95.0,"A faixa apresenta uma fusão característica da música popular brasileira contemporânea, utilizando a batida sincopada do violão de nylon (herança da Bossa Nova) combinada com uma estrutura pop e elementos de rap melódico. A produção é limpa, com vocais suaves e harmonias vocais que reforçam a estética 'good vibes' e praiana.",34.56753921508789
2024,Kamisa 10,Você é meu mô,pagode,180,"180_Kamisa 10, Grupo Menos É Mais - Você é Meu Mô - Ao Vivo.mp3",ok,pagode,100.0,"A faixa apresenta instrumentação característica do pagode, como cavaquinho e percussão marcante (pandeiro, surdo), além de uma estrutura rítmica de samba 2/4 e temática romântica, típica do grupo Menos é Mais.",30.898552179336548,Pagode,"Samba, Pagode Pop, Música ao Vivo",95.0,"A faixa apresenta características fundamentais do pagode contemporâneo, como a instrumentação baseada em cavaco, pandeiro e surdo, aliada a uma seção de metais e arranjos pop. O ritmo sincopado em 2/4 e a interação vocal com o público são típicos de gravações ao vivo deste gênero.",28.7950541973114
2025,Henrique & Juliano,Última Saudade - Ao Vivo,sertanejo,25,25_Henrique e Juliano - ÚLTIMA SAUDADE (Manifesto Musical 2)(MP3_160K).mp3,ok,sertanejo,95.0,"A faixa apresenta características típicas do sertanejo universitário, como o uso proeminente de violão, letras românticas e uma interpretação vocal melódica característica do gênero.",31.168503522872925,Sertanejo Universitário,"Sertanejo Pop, Arrocha, Música Sertaneja Contemporânea, Pop Brasileiro",100.0,"A faixa apresenta as características fundamentais do Sertanejo Universitário contemporâneo, com uma estrutura harmônica voltada ao pop, ritmo binário com acentuações sincopadas (influência do arrocha) e uma interpretação vocal emotiva com uso de melismas e vibratos típicos do gênero. A instrumentação combina o violão de aço como base rítmica com uma produção de banda completa (bateria, baixo e teclados) desenhada para grandes arenas, evidenciada pela ambiência da gravação ao vivo e a intensa interação com o público.",30.26910424232483
2024,Katy Perry,Roar,pop,239,239_Katy Perry - Roar.mp3,ok,pop,100.0,"A faixa apresenta estrutura de canção comercial com refrão hino, produção polida, batida mid-tempo e elementos eletrônicos característicos do pop contemporâneo.",51.644951581954956,Pop,"Power Pop, Synth-pop, Arena Pop, Dance-pop",100.0,"A faixa é caracterizada por uma estrutura de canção pop convencional (verso-refrão), com uma produção de alta fidelidade voltada para o apelo comercial. Tecnicamente, apresenta uma batida 4/4 sólida com ênfase no backbeat, uso de sintetizadores em camadas e uma performance vocal feminina potente que utiliza técnicas de 'belting' no refrão para criar um efeito de hino (anthem). A progressão harmônica é simples e cativante, típica do Power Pop contemporâneo.",58.41924476623535
2024,Eminem,Monster,pop,240,"240_Eminem, Rihanna - The Monster.mp3",ok,hip-hop,95.0,"A faixa é estruturada em torno de versos de rap com rimas rítmicas e cadenciadas, apoiadas por uma batida percussiva característica do gênero, apesar do refrão melódico.",47.46326470375061,Pop Rap,"Hip Hop, Contemporary Pop, Electronic Pop",100.0,"A faixa exemplifica o gênero Pop Rap ao fundir versos de rap rítmicos e tecnicamente densos com um refrão melódico de apelo comercial (hook). A produção é caracterizada por uma batida percussiva limpa, uso de sintetizadores modernos e uma estrutura de canção pop tradicional, equilibrando a agressividade lírica do hip hop com a acessibilidade da música pop contemporânea.",48.6739296913147
1985,Felipe e Rodrigo,Gosta de rua,sertanejo,242,242_Felipe e Rodrigo - Gosta De Rua - Ao Vivo.mp3,ok,sertanejo,100.0,"A composição apresenta elementos estruturais do sertanejo universitário, com ênfase no violão, temática de relacionamento e uma linha vocal melódica característica do gênero.",47.6287796497345,Sertanejo,"Sertanejo Universitário, Arrocha, Sofrência",100.0,"A faixa é um exemplo clássico do Sertanejo contemporâneo, caracterizada pela temática de 'sofrência' e desilusão amorosa. Tecnicamente, apresenta uma rítmica baseada no Arrocha, com compasso quaternário e síncopas marcantes. A instrumentação utiliza violão de aço, guitarras com timbres limpos e uma bateria com forte acentuação, típica de produções de 'DVD ao vivo'. A estrutura melódica privilegia um refrão de grande apelo popular e fácil memorização, com uma interpretação vocal emocional e intensa.",36.70821523666382
2025,Sorriso Maroto,O Impossível,pagode,10,10_Sorriso Maroto - O Impossível (Clipe Oficial)(MP3_160K).mp3,ok,pop,95.0,"A canção apresenta uma estrutura melódica acessível, produção contemporânea polida e foco na interpretação vocal romântica, características centrais do gênero pop brasileiro atual.",43.411115884780884,Samba,"Pagode, Samba Pop, MPB",95.0,"A faixa é estruturada sobre uma levada rítmica sincopada característica do samba, utilizando violão de nylon e percussão leve. A progressão harmônica e a interpretação vocal melódica alinham-se ao Pagode contemporâneo, enquanto a inclusão de arranjos de metais e uma produção polida conferem uma sonoridade de Samba Pop e MPB.",55.25155520439148
2021,"UM44K, Luan Otten, Ferrugem",Falso amor,mpb,115,"115_UM44K, Luan Otten, Ferrugem - Falso amor.mp3",ok,pop,95.0,"A faixa apresenta estrutura melódica acessível, produção polida e instrumentação baseada em violão e seção rítmica constante, características do pop contemporâneo brasileiro.",38.652393102645874,Pop Brasileiro,"Nova MPB, Pop Rock, Indie Pop",95.0,"A faixa apresenta uma instrumentação clássica do pop contemporâneo, com destaque para o violão acústico e guitarras elétricas de timbre limpo. A estrutura segue o formato verso-refrão com uma produção polida, característica da 'Nova MPB'. A interpretação vocal é melódica e expressiva, utilizando falsetes e dinâmicas que transitam entre o intimismo do indie pop e a energia do pop rock nacional.",19.088624715805054
2016,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,sertanejo,8,8_Dilsinho e Henrique e Juliano - Sogra                                                     (DVD_2020)(MP3_160K).mp3,ok,sertanejo,100.0,"A faixa apresenta elementos característicos do sertanejo universitário, como harmonias vocais em dupla, ritmo de arrocha e instrumentação com violão e bateria. A performance é da dupla Henrique e Juliano, ícones do gênero.",54.25191354751587,Sertanejo,"Sertanejo Universitário, Sertanejo Romântico, Ao Vivo",95.0,"A faixa apresenta características marcantes do Sertanejo Universitário, como a instrumentação baseada em violão, bateria e baixo com arranjos modernos. A performance ao vivo é evidenciada pela interação com o público e a participação de artistas renomados do gênero (Henrique e Juliano e Edson). A temática lírica, que mistura humor e romance, é típica das composições contemporâneas deste estilo.",31.57918381690979
2023,"Baco Exu do Blues, Gal Costa",Lágrimas,mpb,116,"116_Baco Exu do Blues, Gal Costa - Lágrimas.mp3",ok,hip-hop,95.0,"A faixa apresenta rimas rítmicas (rap) sobre uma base de batidas e samples melódicos, característica central do gênero.",13.631324529647827,Lo-fi Hip Hop,"Bossa Nova, Jazz Rap, Chillhop, MPB",98.0,"A faixa apresenta uma fusão característica entre o Hip Hop contemporâneo e a música brasileira tradicional. A base rítmica utiliza batidas de baixa fidelidade (lo-fi) com texturas de vinil e filtros passa-baixa, enquanto a harmonia é construída sobre um sample de violão com progressões de acordes de sétima e nona, típicos da Bossa Nova. O uso de um sample vocal clássico (Lágrimas Negras) em contraste com o flow melódico do rap e elementos de R&B define a estética do 'Lo-fi MPB', focada em uma atmosfera introspectiva e relaxante.",31.348644495010376
2019,"Ferrugem, Sorriso Maroto",Apaguei Pra Todos - Ao Vivo,pagode,94,"94_Ferrugem, Sorriso Maroto - Apaguei Pra Todos - Ao Vivo.mp3",ok,pagode,100.0,"A faixa apresenta instrumentação característica do gênero, como cavaquinho e pandeiro, aliada a uma rítmica de samba-pagode e vocais melódicos típicos de artistas como Sorriso Maroto e Ferrugem.",17.115638256072998,Pagode,"Pagode Romântico, Samba-Pop, Pagode Moderno",100.0,"A faixa é um exemplo clássico do pagode contemporâneo, caracterizado por uma instrumentação que mescla elementos tradicionais do samba (como o pandeiro e o violão de nylon) com uma produção pop, incluindo bateria completa, baixo elétrico e arranjos de metais. A harmonia é rica, típica da MPB, mas com a cadência rítmica binária e sincopada do pagode. A temática lírica focada em relacionamentos e 'saudade', aliada à performance vocal melódica e ao coro do público, define o subgênero Pagode Romântico. A identificação é reforçada pela citação direta aos artistas Ferrugem e Sorriso Maroto, expoentes do gênero.",27.080769300460815
